slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,generated_at,n_trades_used,join_key,tier_item_name,alias,category,tier_tier,tier_ordinal,sub_tier,sub_tier_ordinal,obtainability,is_unobtainable,is_unstable,demand_status,demand_ordinal,rarity_score,popularity_score,has_detailed_record,fallback_value_score,has_tier_enrichment
candy-cane,Candy Cane,CC,355610.69,320049.62,391171.75,high,Legendary,S,Stable,1.28,1631,ratio_chain,https://gpovalues.com/item/candy-cane,2026-08-20T22:15:32.728646+00:00,31422,candy cane,Candy Cane,CC,Weapon,SS,8.0,High Tier,3.0,UNOB,True,True,High Demand,3.0,9.0,8.0,True,39.0,True
dominus-ultimus,Dominus Ultimus,DU,290646.68,247049.68,334243.69,medium,Collectable,S,Low,0.11,225,ratio_chain,https://gpovalues.com/item/dominus-ultimus,2026-08-20T22:15:32.728646+00:00,31422,dominus ultimus,Dominus Ultimus,,,SS,8.0,Mid Tier,2.0,,,,,,,,False,24.8,True
prestige-firework-rocket-launcher,Prestige Firework Rocket Launcher,PFRL,262176.07,209740.85,314611.28,low,Collectable,S,Low,0.64,126,ratio_chain,https://gpovalues.com/item/prestige-firework-rocket-launcher,2026-08-20T22:15:32.728646+00:00,31422,prestige firework rocket launcher,Prestige Firework Rocket Launcher,PFRL,,SS,8.0,Mid Tier,2.0,,,,,,,,False,24.8,True
all-seeing-shamrock,All Seeing Shamrock,SASE,247070.37,222363.33,271777.41,high,Mythical,S,High,1.52,1143,ratio_chain,https://gpovalues.com/item/all-seeing-shamrock,2026-08-20T22:15:32.728646+00:00,31422,all seeing shamrock,All Seeing Shamrock,,,SS,8.0,Mid Tier,2.0,,,,,,,,False,24.8,True
jesters-outfit,Jester's Outfit,JFIT,172905.93,155615.33,190196.52,high,Collectable,S,Low,0.55,1053,ratio_chain,https://gpovalues.com/item/jesters-outfit,2026-08-20T22:15:32.728646+00:00,31422,jester's outfit,Jester's Outfit,JFIT,,SS,8.0,Mid Tier,2.0,,,,,,,,False,24.8,True
titan-shifters-aura,Titan Shifter's Aura,TSA,159890.13,135906.62,183873.65,medium,,,Stable,1.47,621,ratio_chain,https://gpovalues.com/item/titan-shifters-aura,2026-08-20T22:15:32.728646+00:00,31422,titan shifter's aura,Titan Shifter's Aura,,,SS,8.0,Low Tier,1.0,,,,,,,,False,24.8,True
blackvalk,Blackvalk,BLV,101011.6,80809.28,121213.93,low,Legendary,VERY_UNSTABLE,Low,0.39,147,ratio_chain,https://gpovalues.com/item/blackvalk,2026-08-20T22:15:32.728646+00:00,31422,blackvalk,Blackvalk,Crew Store,,F,1.0,,,,,,,,,,False,3.1,True
all-seeing-egg,All Seeing Egg,BLOASE,117587.29,99949.2,135225.38,medium,Mythical,S,Stable,1.14,979,ratio_chain,https://gpovalues.com/item/all-seeing-egg,2026-08-20T22:15:32.728646+00:00,31422,all seeing egg,All Seeing Egg,BLO ASE,,SS,8.0,Low Tier,1.0,,,,,,,,False,24.8,True
blessed-exalted-cupid-queens-wings,Blessed Exalted Cupid Queen's Wings,BWINGS,130394.73,110835.52,149953.95,medium,Collectable,S,High,1.75,201,ratio_chain,https://gpovalues.com/item/blessed-exalted-cupid-queens-wings,2026-08-20T22:15:32.728646+00:00,31422,blessed exalted cupid queen's wings,Blessed Exalted Cupid Queen's Wings,BWINGS,,SS,8.0,Low Tier,1.0,,,,,,,,False,24.8,True
all-seeing-baal,All Seeing Ba'al,BASE,107091.21,96382.09,117800.34,high,Mythical,S,Stable,0.93,1710,ratio_chain,https://gpovalues.com/item/all-seeing-baal,2026-08-20T22:15:32.728646+00:00,31422,all seeing ba'al,All Seeing Ba'al,BASE,,SS,8.0,Low Tier,1.0,,,,,,,,False,24.8,True
leos-inferno-hagoromo,Leo's Inferno Hagoromo,LIH,104019.97,93617.98,114421.97,high,Collectable,S,High,1.89,1349,ratio_chain,https://gpovalues.com/item/leos-inferno-hagoromo,2026-08-20T22:15:32.728646+00:00,31422,leo's inferno hagoromo,Leo's Inferno Hagoromo,,,SS,8.0,Low Tier,1.0,,,,,,,,False,24.8,True
all-seeing-holly,All Seeing Holly,HASE,94327.87,84895.09,103760.65,high,Mythical,S,Low,0.66,1512,ratio_chain,https://gpovalues.com/item/all-seeing-holly,2026-08-20T22:15:32.728646+00:00,31422,all seeing holly,All Seeing Holly,HASE,,SS,8.0,Low Tier,1.0,,,,,,,,False,24.8,True
soul-kings-scarf,Soul King's Scarf,SKS,94540.27,80359.23,108721.32,medium,Collectable,A+,Low,0.88,792,ratio_chain,https://gpovalues.com/item/soul-kings-scarf,2026-08-20T22:15:32.728646+00:00,31422,soul king's scarf,Soul King's Scarf,SKS,Vanity,A+,7.0,High Tier,3.0,DROP,False,False,Stable Demand,2.0,8.0,8.0,True,34.0,True
yukio-the-bunny,Yukio The Bunny,YB,82208.6,69877.31,94539.89,medium,Legendary,S,Low,0.33,628,ratio_chain,https://gpovalues.com/item/yukio-the-bunny,2026-08-20T22:15:32.728646+00:00,31422,yukio the bunny,Yukio The Bunny,,,SS,8.0,Low Tier,1.0,,,,,,,,False,24.8,True
cupids-all-seeing-eye,Cupid's All Seeing Eye,CQASE,90339.18,81305.26,99373.1,high,Mythical,S,Low,0.7,2075,ratio_chain,https://gpovalues.com/item/cupids-all-seeing-eye,2026-08-20T22:15:32.728646+00:00,31422,cupid's all seeing eye,Cupid's All Seeing Eye,QASE,,SS,8.0,High Tier,3.0,,,,,,,,False,24.8,True
all-seeing-eye,All Seeing Eye,ASE,84519.78,76067.81,92971.76,high,Mythical,A+,High,3.07,3129,ratio_chain,https://gpovalues.com/item/all-seeing-eye,2026-08-20T22:15:32.728646+00:00,31422,all seeing eye,All Seeing Eye,ASE,Utility Item,SS,8.0,High Tier,3.0,STORE,False,False,High Demand,3.0,4.0,8.0,True,34.0,True
bunyo-the-bunny,Bunyo The Bunny,BB,54418.42,46255.65,62581.18,medium,Legendary,A+,Low,0.42,650,ratio_chain,https://gpovalues.com/item/bunyo-the-bunny,2026-08-20T22:15:32.728646+00:00,31422,bunyo the bunny,Bunyo The Bunny,,,A+,7.0,Mid Tier,2.0,,,,,,,,False,21.7,True
flower-bouquet,Flower Bouquet,FB,55048.43,46791.17,63305.68,medium,Legendary,A+,Low,0.5,606,ratio_chain,https://gpovalues.com/item/flower-bouquet,2026-08-20T22:15:32.728646+00:00,31422,flower bouquet,Flower Bouquet,Bouquet,Support Weapon,A+,7.0,Mid Tier,2.0,UNOB,True,False,Stable Demand,2.0,9.0,7.0,True,34.0,True
troll-face,Troll Face,TF,51747.31,41397.85,62096.77,low,Epic,VERY_UNSTABLE,High,24.0,75,ratio_chain,https://gpovalues.com/item/troll-face,2026-08-20T22:15:32.728646+00:00,31422,troll face,Troll Face,,,A+,7.0,Mid Tier,2.0,,,,,,,,False,21.7,True
world-ender,World Ender,WE,52892.61,47603.35,58181.88,high,Legendary,A+,High,1.74,1219,ratio_chain,https://gpovalues.com/item/world-ender,2026-08-20T22:15:32.728646+00:00,31422,world ender,World Ender,WE,,A+,7.0,Mid Tier,2.0,,,,,,,,False,21.7,True
soul-cleaver,Soul Cleaver,NAPO,42235.68,35900.32,48571.03,medium,Mythical,A+,Low,0.77,871,ratio_chain,https://gpovalues.com/item/soul-cleaver,2026-08-20T22:15:32.728646+00:00,31422,soul cleaver,Soul Cleaver,NAPOLEON,,A+,7.0,Low Tier,1.0,,,,,,,,False,21.7,True
blessed-cupid-queens-scarf,Blessed Cupid Queen's Scarf,BSCARF,39246.04,31396.83,47095.24,low,Collectable,A+,Low,0.3,86,ratio_chain,https://gpovalues.com/item/blessed-cupid-queens-scarf,2026-08-20T22:15:32.728646+00:00,31422,blessed cupid queen's scarf,Blessed Cupid Queen's Scarf,BSCARF,,A+,7.0,Mid Tier,2.0,,,,,,,,False,21.7,True
dragon,Dragon,DRAGON,37797.29,34017.56,41577.02,high,Mythical,A+,Stable,1.12,2330,ratio_chain,https://gpovalues.com/item/dragon,2026-08-20T22:15:32.728646+00:00,31422,dragon,,,,,,,,,,,,,,,,,False
devil-fruit-rod,Devil Fruit Rod,DFR,26092.73,23483.45,28702.0,high,Mythical,A,Low,0.43,1766,ratio_chain,https://gpovalues.com/item/devil-fruit-rod,2026-08-20T22:15:32.728646+00:00,31422,devil fruit rod,Devil Fruit Rod,DF ROD,Utility Tool,A,6.0,High Tier,3.0,CRAFTING,False,False,High Demand,3.0,7.0,9.0,True,34.0,True
toji-event-item,Toji (event item),TOJI,29102.91,24737.47,33468.35,medium,Legendary,,Low,0.73,652,ratio_chain,https://gpovalues.com/item/toji-event-item,2026-08-20T22:15:32.728646+00:00,31422,toji (event item),,,,,,,,,,,,,,,,,False
epic-banana,Epic Banana,EB,30003.0,21002.1,39003.9,low,Epic,VERY_UNSTABLE,Low,0.05,40,ratio_chain,https://gpovalues.com/item/epic-banana,2026-08-20T22:15:32.728646+00:00,31422,epic banana,Epic Banana,,,A,6.0,High Tier,3.0,,,,,,,,False,18.6,True
hollows-world-ender,Hollow's World Ender,HWE,24741.17,22267.06,27215.29,high,Collectable,A,Low,0.79,1154,ratio_chain,https://gpovalues.com/item/hollows-world-ender,2026-08-20T22:15:32.728646+00:00,31422,hollow's world ender,Hollow's World Ender,HWE,,A,6.0,High Tier,3.0,,,,,,,,False,18.6,True
time-rift-capsule,Time-Rift Capsule,TRC,22701.68,19296.41,26106.93,medium,Epic,A,Low,0.16,518,ratio_chain,https://gpovalues.com/item/time-rift-capsule,2026-08-20T22:15:32.728646+00:00,31422,time-rift capsule,Time-Rift Capsule,,,A,6.0,High Tier,3.0,,,,,,,,False,18.6,True
sickle-of-sorrow,Sickle of Sorrow,SOS,21168.46,19051.61,23285.3,high,Legendary,A,Low,0.67,1229,ratio_chain,https://gpovalues.com/item/sickle-of-sorrow,2026-08-20T22:15:32.728646+00:00,31422,sickle of sorrow,Sickle of Sorrow,,,A,6.0,High Tier,3.0,,,,,,,,False,18.6,True
hover-pod,Hover Pod,HPOD,18733.22,16859.9,20606.55,high,Epic,A,Low,0.89,1305,ratio_chain,https://gpovalues.com/item/hover-pod,2026-08-20T22:15:32.728646+00:00,31422,hover pod,Hover Pod,HPOD,,A,6.0,Low Tier,1.0,,,,,,,,False,18.6,True
resurrected-baals-head,Resurrected Ba'al's Head,RESHEAD,20153.65,18138.28,22169.01,high,Legendary,A,Low,0.56,1324,ratio_chain,https://gpovalues.com/item/resurrected-baals-head,2026-08-20T22:15:32.728646+00:00,31422,resurrected ba'al's head,Resurrected Ba'al's Head,RES HEAD,,A,6.0,High Tier,3.0,,,,,,,,False,18.6,True
nightfall-shroud,Nightfall Shroud,NFS,16538.7,14057.89,19019.5,medium,Collectable,A,Low,0.68,840,ratio_chain,https://gpovalues.com/item/nightfall-shroud,2026-08-20T22:15:32.728646+00:00,31422,nightfall shroud,Nightfall Shroud,NFS,,A,6.0,Low Tier,1.0,,,,,,,,False,18.6,True
kikoku,Kikoku,KIKO,20770.47,18693.43,22847.52,high,Mythical,A,Low,0.82,1328,ratio_chain,https://gpovalues.com/item/kikoku,2026-08-20T22:15:32.728646+00:00,31422,kikoku,Kikoku,Kikoku,Mythical Weapon,A,6.0,High Tier,3.0,DROP,False,False,Stable Demand,2.0,7.0,7.0,True,30.0,True
coyote-outfit,Coyote Outfit,CO,20000.0,17000.0,23000.0,medium,Legendary,A,Stable,0.94,726,ratio_chain,https://gpovalues.com/item/coyote-outfit,2026-08-20T22:15:32.728646+00:00,31422,coyote outfit,Coyote Outfit,,,A,6.0,High Tier,3.0,,,,,,,,False,18.6,True
dark-blade,Dark Blade,DB,21014.24,18912.81,23115.66,high,Mythical,A,Low,0.78,2750,ratio_chain,https://gpovalues.com/item/dark-blade,2026-08-20T22:15:32.728646+00:00,31422,dark blade,Dark Blade,DB / Yoru,Mythical Weapon,A,6.0,High Tier,3.0,DROP,False,False,Stable Demand,2.0,7.0,8.0,True,31.0,True
mega-pow,Mega-Pow,MP,15223.04,12939.58,17506.5,medium,Legendary,A-,Stable,1.17,692,ratio_chain,https://gpovalues.com/item/mega-pow,2026-08-20T22:15:32.728646+00:00,31422,mega-pow,,,,,,,,,,,,,,,,,False
dark-skeletal-shark-mask,Dark Skeletal Shark Mask,DSSM,14481.51,12309.29,16653.74,medium,Legendary,A,Stable,1.05,308,ratio_chain,https://gpovalues.com/item/dark-skeletal-shark-mask,2026-08-20T22:15:32.728646+00:00,31422,dark skeletal shark mask,Dark Skeletal Shark Mask,,,A,6.0,Low Tier,1.0,,,,,,,,False,18.6,True
exalted-cupid-queens-wings,Exalted Cupid Queen's Wings,EWINGS,14886.24,12653.3,17119.18,medium,Legendary,A,Stable,1.34,222,ratio_chain,https://gpovalues.com/item/exalted-cupid-queens-wings,2026-08-20T22:15:32.728646+00:00,31422,exalted cupid queen's wings,,,,,,,,,,,,,,,,,False
firework-lancer,Firework Lancer,FL,9510.17,8083.64,10936.69,medium,Legendary,A-,Low,0.49,275,ratio_chain,https://gpovalues.com/item/firework-lancer,2026-08-20T22:15:32.728646+00:00,31422,firework lancer,Firework Lancer,FL,,A,6.0,Mid Tier,2.0,,,,,,,,False,18.6,True
mythical-fruit-chest,Mythical Fruit Chest,MC,11845.0,10660.5,13029.5,high,Mythical,A,Stable,1.2,11183,ratio_chain,https://gpovalues.com/item/mythical-fruit-chest,2026-08-20T22:15:32.728646+00:00,31422,mythical fruit chest,,,,,,,,,,,,,,,,,False
nightfall-half-shroud,Nightfall Half Shroud,NFHS,8421.13,7157.96,9684.3,medium,Collectable,A-,Low,0.6,202,ratio_chain,https://gpovalues.com/item/nightfall-half-shroud,2026-08-20T22:15:32.728646+00:00,31422,nightfall half shroud,Nightfall Half Shroud,NFHS,,A,6.0,Mid Tier,2.0,,,,,,,,False,18.6,True
soul,Soul,SOUL,8062.06,7255.87,8868.28,high,Mythical,A-,Low,0.77,1421,ratio_chain,https://gpovalues.com/item/soul,2026-08-20T22:15:32.728646+00:00,31422,soul,,,,,,,,,,,,,,,,,False
venom,Venom,VENOM,7882.36,7094.13,8670.61,high,Mythical,A-,Low,0.75,1308,ratio_chain,https://gpovalues.com/item/venom,2026-08-20T22:15:32.728646+00:00,31422,venom,,,,,,,,,,,,,,,,,False
mochi,Mochi,MOCHI,7247.6,6522.84,7972.36,high,Mythical,A-,Stable,1.07,1836,ratio_chain,https://gpovalues.com/item/mochi,2026-08-20T22:15:32.728646+00:00,31422,mochi,,,,,,,,,,,,,,,,,False
leprechaun-event-item,Leprechaun (event item),LEPRECHAUN,7551.66,5286.16,9817.15,low,Mythical,,High,3.33,26,ratio_chain,https://gpovalues.com/item/leprechaun-event-item,2026-08-20T22:15:32.728646+00:00,31422,leprechaun (event item),,,,,,,,,,,,,,,,,False
endbringer-armor,Endbringer Armor,EA,7316.33,5853.06,8779.59,low,Legendary,B,Stable,1.19,153,ratio_chain,https://gpovalues.com/item/endbringer-armor,2026-08-20T22:15:32.728646+00:00,31422,endbringer armor,Endbringer Armor,,,A-,5.0,Mid Tier,2.0,,,,,,,,False,15.5,True
inferno-rocket-blade,Inferno Rocket Blade,IRB,6621.67,5628.42,7614.92,medium,Legendary,A-,Low,0.52,284,ratio_chain,https://gpovalues.com/item/inferno-rocket-blade,2026-08-20T22:15:32.728646+00:00,31422,inferno rocket blade,Inferno Rocket Blade,IRB,,A,6.0,Mid Tier,2.0,,,,,,,,False,18.6,True
soul-kings-guitar,Soul King's Guitar,SKG,6760.96,5746.82,7775.1,medium,Legendary,A-,Stable,0.91,766,ratio_chain,https://gpovalues.com/item/soul-kings-guitar,2026-08-20T22:15:32.728646+00:00,31422,soul king's guitar,Soul King's Guitar,SKG,,A,6.0,Mid Tier,2.0,,,,,,,,False,18.6,True
cupid-queens-wings,Cupid Queen's Wings,QWINGS,8216.19,6983.75,9448.62,medium,,A-,Stable,1.03,320,ratio_chain,https://gpovalues.com/item/cupid-queens-wings,2026-08-20T22:15:32.728646+00:00,31422,cupid queen's wings,Cupid Queen's Wings,QWINGS,,A,6.0,Low Tier,1.0,,,,,,,,False,18.6,True
elos-sledgehammer,Elo's Sledgehammer,ES,6216.35,5283.89,7148.8,medium,Legendary,A-,High,1.86,249,ratio_chain,https://gpovalues.com/item/elos-sledgehammer,2026-08-20T22:15:32.728646+00:00,31422,elo's sledgehammer,Elo's Sledgehammer,,,B+,4.0,Low Tier,1.0,,,,,,,,False,12.4,True
head-of-baal,Head of Ba'al,HB,5855.05,4976.78,6733.3,medium,Legendary,A-,Stable,1.25,248,ratio_chain,https://gpovalues.com/item/head-of-baal,2026-08-20T22:15:32.728646+00:00,31422,head of ba'al,Head of Ba'al,,,A,6.0,Mid Tier,2.0,,,,,,,,False,18.6,True
big-mama,Big Mama,BM,5684.51,4831.83,6537.18,medium,Mythical,,Stable,0.99,380,ratio_chain,https://gpovalues.com/item/big-mama,2026-08-20T22:15:32.728646+00:00,31422,big mama,,,,,,,,,,,,,,,,,False
pika,Pika,PIKA,4888.3,4399.46,5377.13,high,Legendary,B+,Low,0.65,3237,ratio_chain,https://gpovalues.com/item/pika,2026-08-20T22:15:32.728646+00:00,31422,pika fruit,Pika Fruit,Pika,Devil Fruit,,4.0,Low Tier,1.0,DROP,False,True,Low Demand,1.0,2.0,6.0,True,18.0,True
snoozy-neko,Snoozy Neko,SN,4814.28,4092.14,5536.42,medium,Mythical,A-,Low,0.32,437,ratio_chain,https://gpovalues.com/item/snoozy-neko,2026-08-20T22:15:32.728646+00:00,31422,snoozy neko,Snoozy Neko,,,B+,4.0,Low Tier,1.0,,,,,,,,False,12.4,True
tori,Tori,TORI,4827.96,4345.16,5310.76,high,Mythical,A-,Low,0.7,1087,ratio_chain,https://gpovalues.com/item/tori,2026-08-20T22:15:32.728646+00:00,31422,tori,,,,,,,,,,,,,,,,,False
pteranodon,Pteranodon,PTERO,4783.88,4305.49,5262.26,high,Mythical,A-,Low,0.61,1183,ratio_chain,https://gpovalues.com/item/pteranodon,2026-08-20T22:15:32.728646+00:00,31422,pteranodon,,,,,,,,,,,,,,,,,False
magu,Magu,MAGU,3794.65,3415.18,4174.1,high,Legendary,B+,Low,0.41,1167,ratio_chain,https://gpovalues.com/item/magu,2026-08-20T22:15:32.728646+00:00,31422,magu,,,,,,,,,,,,,,,,,False
rogers-ace,Roger's Ace,ACE,3473.76,2952.69,3994.82,medium,Mythical,B+,Low,0.5,886,ratio_chain,https://gpovalues.com/item/rogers-ace,2026-08-20T22:15:32.728646+00:00,31422,roger's ace,Roger's Ace,Ace,Mythical Weapon,A-,5.0,Mid Tier,2.0,DROP,False,False,Stable Demand,2.0,7.0,6.0,True,27.0,True
katakuri,Katakuri,KATAKURI,3889.1,3305.73,4472.47,medium,Mythical,,Stable,1.23,330,ratio_chain,https://gpovalues.com/item/katakuri,2026-08-20T22:15:32.728646+00:00,31422,katakuri,,,,,,,,,,,,,,,,,False
zushi,Zushi,ZUSHI,3473.76,2952.69,3994.82,medium,Legendary,B,Low,0.66,244,ratio_chain,https://gpovalues.com/item/zushi,2026-08-20T22:15:32.728646+00:00,31422,zushi,,,,,,,,,,,,,,,,,False
bat-swarm,Bat Swarm,BS,3775.83,3209.45,4342.2,medium,Legendary,B+,Stable,1.0,487,ratio_chain,https://gpovalues.com/item/bat-swarm,2026-08-20T22:15:32.728646+00:00,31422,bat swarm,Bat Swarm,,,A-,5.0,Mid Tier,2.0,,,,,,,,False,15.5,True
ope,Ope,OPE,3209.46,2888.51,3530.4,high,Mythical,B+,Low,0.18,1106,ratio_chain,https://gpovalues.com/item/ope,2026-08-20T22:15:32.728646+00:00,31422,ope,,,,,,,,,,,,,,,,,False
buddha,Buddha,BUDDHA,3641.85,3095.58,4188.13,medium,Mythical,B+,Low,0.3,937,ratio_chain,https://gpovalues.com/item/buddha,2026-08-20T22:15:32.728646+00:00,31422,buddha,,,,,,,,,,,,,,,,,False
mera-mera,Mera Mera,MERA,3164.27,2689.63,3638.91,medium,Legendary,B-,Low,0.29,396,ratio_chain,https://gpovalues.com/item/mera-mera,2026-08-20T22:15:32.728646+00:00,31422,mera mera,,,,,,,,,,,,,,,,,False
flamingo-boat,Flamingo Boat,FB,3040.52,2584.44,3496.59,medium,Rare,A,Low,0.42,457,ratio_chain,https://gpovalues.com/item/flamingo-boat,2026-08-20T22:15:32.728646+00:00,31422,flamingo boat,Flamingo Boat,,,A,6.0,Low Tier,1.0,,,,,,,,False,18.6,True
blos-sledgehammer,Blo's Sledgehammer,BLOHAM,2857.14,2285.71,3428.57,low,Legendary,B+,Low,0.04,73,ratio_chain,https://gpovalues.com/item/blos-sledgehammer,2026-08-20T22:15:32.728646+00:00,31422,blo's sledgehammer,Blo's Sledgehammer,,,B+,4.0,High Tier,3.0,,,,,,,,False,12.4,True
ito,Ito,ITO,2942.85,2501.43,3384.28,medium,Legendary,B+,Stable,1.17,349,ratio_chain,https://gpovalues.com/item/ito,2026-08-20T22:15:32.728646+00:00,31422,ito,,,,,,,,,,,,,,,,,False
legendary-fruit-chest,Legendary Fruit Chest,LC,1683.78,1515.4,1852.16,high,Legendary,B+,Low,0.75,4777,ratio_chain,https://gpovalues.com/item/legendary-fruit-chest,2026-08-20T22:15:32.728646+00:00,31422,legendary fruit chest,Legendary Fruit Chest,LC,,B,3.0,High Tier,3.0,,,,,,,,False,9.3,True
hie,Hie,HIE,1425.72,1211.86,1639.58,medium,Legendary,B,Stable,0.92,371,ratio_chain,https://gpovalues.com/item/hie,2026-08-20T22:15:32.728646+00:00,31422,hie,,,,,,,,,,,,,,,,,False
goro,Goro,GORO,1232.5,1047.63,1417.37,medium,Legendary,B+,Low,0.84,589,ratio_chain,https://gpovalues.com/item/goro,2026-08-20T22:15:32.728646+00:00,31422,goro,,,,,,,,,,,,,,,,,False
kraken-blade,Kraken Blade,KB,943.96,755.17,1132.75,low,Collectable,,High,2.48,139,ratio_chain,https://gpovalues.com/item/kraken-blade,2026-08-20T22:15:32.728646+00:00,31422,kraken blade,Kraken Blade,Azure,,B+,4.0,High Tier,3.0,,,,,,,,False,12.4,True
kraken-blade,Kraken Blade,KB,943.96,755.17,1132.75,low,Collectable,,High,2.48,139,ratio_chain,https://gpovalues.com/item/kraken-blade,2026-08-20T22:15:32.728646+00:00,31422,kraken blade,Kraken Blade,Blue,,B-,2.0,Low Tier,1.0,,,,,,,,False,6.2,True
spare-fruit-bag,Spare Fruit Bag,SFB,921.1,782.93,1059.26,medium,Rare,,Stable,1.26,335,ratio_chain,https://gpovalues.com/item/spare-fruit-bag,2026-08-20T22:15:32.728646+00:00,31422,spare fruit bag,,,,,,,,,,,,,,,,,False
rare-fruit-chest,Rare Fruit Chest,RFC,225.27,180.21,270.32,low,Rare,,Low,0.65,84,ratio_chain,https://gpovalues.com/item/rare-fruit-chest,2026-08-20T22:15:32.728646+00:00,31422,rare fruit chest,,,,,,,,,,,,,,,,,False
special-tailor-token,Special Tailor Token,STT,848.06,593.64,1102.48,high,Collectable,,Low,0.44,1277,1to1_alignment,https://gpovalues.com/item/special-tailor-token,2026-08-20T22:15:32.728646+00:00,31422,special tailor token,,,,,,,,,,,,,,,,,False
legendary-fish-bait,Legendary Fish Bait,LFB,2931.32,2051.92,3810.71,high,Rare,,Stable,1.11,1531,1to1_alignment,https://gpovalues.com/item/legendary-fish-bait,2026-08-20T22:15:32.728646+00:00,31422,legendary fish bait,,,,,,,,,,,,,,,,,False
